"date","Pertussis","Pathogenic_bacteria","Common_cold","Fever","Bordetella_pertussis","Airborne_disease","Pertussis_vaccine","Paroxysmal_attack","Syncope_(medicine)","Lymphocytosis"
"2012-01-21","1829.0","546.0","3182.0","3650.0","212.0","120.0","39.0","149.0","1549.0","306.0"
"2012-01-22","1857.0","746.0","3241.0","3954.0","272.0","150.0","37.0","155.0","1655.0","272.0"
"2012-01-23","2745.0","960.0","4088.0","4875.0","277.0","180.0","50.0","223.0","2167.0","434.0"
"2012-01-24","2864.0","930.0","3994.0","4970.0","318.0","208.0","74.0","190.0","2249.0","503.0"
"2012-01-25","3075.0","841.0","4239.0","4996.0","355.0","215.0","67.0","201.0","2317.0","536.0"
"2012-01-26","2812.0","817.0","4281.0","4802.0","301.0","197.0","70.0","227.0","2198.0","456.0"
"2012-01-27","3291.0","787.0","3818.0","4464.0","289.0","132.0","45.0","190.0","2217.0","467.0"
"2012-01-28","2209.0","442.0","2727.0","3579.0","229.0","121.0","45.0","119.0","1495.0","288.0"
"2012-01-29","1989.0","592.0","3267.0","4144.0","236.0","165.0","48.0","161.0","1749.0","259.0"
"2012-01-30","2980.0","918.0","4341.0","5297.0","329.0","243.0","72.0","201.0","2532.0","531.0"
"2012-01-31","2925.0","944.0","4111.0","5156.0","369.0","233.0","58.0","215.0","2149.0","490.0"
"2012-02-01","2677.0","991.0","3928.0","5083.0","420.0","193.0","64.0","186.0","2040.0","477.0"
"2012-02-02","2898.0","1016.0","4064.0","5958.0","366.0","214.0","57.0","245.0","2308.0","466.0"
"2012-02-03","2734.0","666.0","3548.0","4431.0","345.0","185.0","51.0","204.0","2263.0","438.0"
"2012-02-04","1996.0","478.0","2920.0","3730.0","223.0","116.0","41.0","157.0","1471.0","342.0"
"2012-02-05","1860.0","590.0","3344.0","4249.0","288.0","145.0","44.0","171.0","1591.0","286.0"
"2012-02-06","2792.0","857.0","4269.0","5317.0","401.0","199.0","49.0","229.0","2192.0","497.0"
"2012-02-07","3013.0","903.0","4216.0","5301.0","436.0","180.0","52.0","231.0","2210.0","547.0"
"2012-02-08","3366.0","880.0","4372.0","5294.0","418.0","195.0","77.0","227.0","2206.0","452.0"
"2012-02-09","3103.0","1146.0","4244.0","5030.0","394.0","206.0","60.0","230.0","2110.0","479.0"
"2012-02-10","2709.0","685.0","3696.0","4531.0","339.0","129.0","47.0","206.0","1963.0","426.0"
"2012-02-11","2088.0","457.0","3130.0","4190.0","221.0","108.0","36.0","158.0","1532.0","367.0"
"2012-02-12","1974.0","599.0","3508.0","4365.0","256.0","141.0","42.0","194.0","1569.0","310.0"
"2012-02-13","2647.0","731.0","4265.0","5257.0","333.0","185.0","60.0","250.0","2124.0","516.0"
"2012-02-14","2802.0","775.0","4247.0","5151.0","332.0","174.0","42.0","239.0","2100.0","511.0"
"2012-02-15","3033.0","903.0","4254.0","5392.0","441.0","154.0","58.0","230.0","2261.0","557.0"
"2012-02-16","3014.0","821.0","3945.0","5311.0","411.0","192.0","56.0","201.0","2224.0","486.0"
"2012-02-17","2830.0","656.0","3869.0","6001.0","349.0","199.0","44.0","211.0","2199.0","437.0"
"2012-02-18","1970.0","462.0","2993.0","4180.0","234.0","109.0","29.0","156.0","1407.0","356.0"
"2012-02-19","1998.0","593.0","3437.0","4508.0","277.0","135.0","30.0","146.0","1650.0","296.0"
"2012-02-20","2557.0","860.0","4066.0","5242.0","331.0","182.0","41.0","200.0","2008.0","458.0"
"2012-02-21","3018.0","878.0","4356.0","5721.0","348.0","157.0","54.0","215.0","2187.0","462.0"
"2012-02-22","3432.0","898.0","4361.0","5668.0","428.0","222.0","54.0","219.0","2268.0","557.0"
"2012-02-23","3749.0","828.0","4138.0","5735.0","430.0","198.0","62.0","235.0","2379.0","542.0"
"2012-02-24","4010.0","713.0","3677.0","5016.0","442.0","171.0","80.0","202.0","2024.0","459.0"
"2012-02-25","2704.0","443.0","3033.0","4227.0","281.0","136.0","47.0","147.0","1519.0","336.0"
"2012-02-26","2593.0","586.0","3210.0","4529.0","308.0","176.0","45.0","168.0","1782.0","290.0"
"2012-02-27","3331.0","893.0","4003.0","5898.0","403.0","235.0","49.0","257.0","2353.0","478.0"
"2012-02-28","3016.0","972.0","4038.0","5864.0","427.0","189.0","57.0","231.0","2286.0","529.0"
"2012-02-29","3080.0","1073.0","4159.0","5331.0","414.0","206.0","49.0","211.0","2761.0","588.0"
"2012-03-01","2784.0","895.0","3451.0","5189.0","381.0","192.0","59.0","190.0","2224.0","537.0"
"2012-03-02","2482.0","713.0","3270.0","4634.0","321.0","160.0","58.0","209.0","2040.0","504.0"
"2012-03-03","1914.0","534.0","2782.0","3971.0","243.0","129.0","36.0","141.0","1559.0","335.0"
"2012-03-04","2093.0","727.0","3108.0","4650.0","246.0","152.0","40.0","195.0","1739.0","305.0"
"2012-03-05","2578.0","926.0","3787.0","5498.0","355.0","253.0","55.0","243.0","2294.0","495.0"
"2012-03-06","2690.0","934.0","3842.0","5814.0","413.0","250.0","67.0","234.0","2291.0","494.0"
"2012-03-07","2980.0","920.0","3874.0","5784.0","474.0","184.0","55.0","256.0","2222.0","542.0"
"2012-03-08","2839.0","439.0","3035.0","5454.0","389.0","165.0","61.0","223.0","2176.0","500.0"
"2012-03-09","2863.0","358.0","2461.0","5192.0","359.0","174.0","66.0","214.0","1981.0","465.0"
"2012-03-10","2057.0","465.0","2475.0","4044.0","269.0","124.0","51.0","150.0","1413.0","298.0"
"2012-03-11","1931.0","597.0","2843.0","4563.0","270.0","144.0","39.0","124.0","1505.0","307.0"
"2012-03-12","2672.0","830.0","3487.0","5543.0","374.0","648.0","52.0","177.0","2239.0","529.0"
"2012-03-13","2765.0","965.0","3387.0","5787.0","425.0","386.0","70.0","197.0","2247.0","508.0"
"2012-03-14","2660.0","880.0","2984.0","4932.0","360.0","262.0","72.0","185.0","2110.0","507.0"
"2012-03-15","2478.0","770.0","2943.0","4023.0","407.0","244.0","48.0","183.0","2183.0","502.0"
"2012-03-16","1942.0","621.0","2449.0","3451.0","275.0","195.0","46.0","153.0","1817.0","374.0"
"2012-03-17","1423.0","479.0","2009.0","3126.0","238.0","128.0","41.0","129.0","1544.0","277.0"
"2012-03-18","1457.0","531.0","2124.0","3176.0","277.0","169.0","56.0","121.0","1604.0","264.0"
"2012-03-19","2280.0","794.0","2876.0","4180.0","428.0","220.0","46.0","184.0","2148.0","454.0"
"2012-03-20","2271.0","851.0","2844.0","4498.0","337.0","254.0","53.0","172.0","1958.0","483.0"
"2012-03-21","2624.0","731.0","2753.0","4055.0","492.0","217.0","58.0","181.0","1904.0","457.0"
"2012-03-22","2209.0","684.0","2515.0","3888.0","336.0","183.0","61.0","154.0","1693.0","380.0"
"2012-03-23","1997.0","526.0","2194.0","3047.0","324.0","177.0","58.0","135.0","1403.0","392.0"
"2012-03-24","1466.0","355.0","1664.0","2475.0","255.0","124.0","39.0","132.0","926.0","234.0"
"2012-03-25","1706.0","493.0","2063.0","3040.0","327.0","197.0","39.0","144.0","1260.0","254.0"
"2012-03-26","2359.0","682.0","2787.0","3971.0","403.0","258.0","43.0","178.0","1936.0","424.0"
"2012-03-27","2447.0","673.0","2692.0","3764.0","420.0","224.0","62.0","186.0","1831.0","451.0"
"2012-03-28","2272.0","642.0","2550.0","3668.0","398.0","232.0","60.0","189.0","1938.0","393.0"
"2012-03-29","2078.0","643.0","2407.0","3330.0","363.0","214.0","55.0","170.0","1797.0","394.0"
"2012-03-30","2036.0","566.0","2320.0","5492.0","367.0","166.0","50.0","148.0","1529.0","368.0"
"2012-03-31","1286.0","395.0","1809.0","7918.0","212.0","127.0","44.0","119.0","1152.0","292.0"
"2012-04-01","1374.0","511.0","1930.0","2831.0","217.0","144.0","36.0","121.0","1211.0","240.0"
"2012-04-02","2066.0","638.0","2606.0","3620.0","422.0","226.0","42.0","211.0","1786.0","426.0"
"2012-04-03","2513.0","755.0","2522.0","3699.0","362.0","176.0","80.0","191.0","1853.0","432.0"
"2012-04-04","3139.0","585.0","2517.0","3421.0","381.0","169.0","110.0","183.0","1650.0","412.0"
"2012-04-05","2941.0","607.0","2171.0","3065.0","296.0","172.0","96.0","154.0","1514.0","400.0"
"2012-04-06","2529.0","430.0","1920.0","2806.0","294.0","122.0","64.0","166.0","1343.0","328.0"
"2012-04-07","1710.0","347.0","1625.0","2281.0","268.0","110.0","43.0","122.0","1085.0","201.0"
"2012-04-08","1562.0","353.0","2003.0","2770.0","237.0","109.0","50.0","145.0","1144.0","264.0"
"2012-04-09","2043.0","624.0","2201.0","3400.0","288.0","130.0","69.0","200.0","1705.0","366.0"
"2012-04-10","2613.0","703.0","2615.0","3762.0","475.0","184.0","93.0","191.0","2947.0","416.0"
"2012-04-11","2420.0","697.0","2447.0","3525.0","463.0","171.0","103.0","183.0","1776.0","407.0"
"2012-04-12","2857.0","639.0","2486.0","3434.0","453.0","177.0","95.0","169.0","1642.0","389.0"
"2012-04-13","2714.0","638.0","2216.0","2931.0","453.0","173.0","66.0","182.0","1484.0","336.0"
"2012-04-14","1855.0","405.0","1787.0","2725.0","284.0","164.0","53.0","129.0","1236.0","247.0"
"2012-04-15","1876.0","499.0","1946.0","2946.0","306.0","176.0","63.0","156.0","1373.0","258.0"
"2012-04-16","2755.0","719.0","2543.0","3733.0","453.0","250.0","73.0","203.0","1965.0","435.0"
"2012-04-17","3197.0","946.0","2625.0","3845.0","528.0","197.0","102.0","214.0","1890.0","450.0"
"2012-04-18","3382.0","893.0","2656.0","4164.0","540.0","186.0","125.0","214.0","1907.0","473.0"
"2012-04-19","3765.0","849.0","2358.0","4124.0","520.0","201.0","98.0","173.0","1889.0","441.0"
"2012-04-20","3217.0","832.0","2216.0","3816.0","450.0","148.0","96.0","179.0","1648.0","404.0"
"2012-04-21","1881.0","508.0","1562.0","2906.0","298.0","110.0","99.0","125.0","1133.0","263.0"
"2012-04-22","1883.0","576.0","1888.0","3465.0","381.0","152.0","70.0","138.0","1944.0","302.0"
"2012-04-23","2865.0","970.0","2812.0","4515.0","510.0","224.0","88.0","216.0","2081.0","466.0"
"2012-04-24","2801.0","863.0","2726.0","4193.0","459.0","213.0","108.0","195.0","1840.0","412.0"
"2012-04-25","2886.0","896.0","2763.0","4218.0","422.0","207.0","100.0","191.0","1859.0","467.0"
"2012-04-26","2727.0","717.0","2775.0","4136.0","436.0","217.0","84.0","209.0","2040.0","458.0"
"2012-04-27","2419.0","702.0","2594.0","3731.0","405.0","212.0","86.0","179.0","1729.0","403.0"
"2012-04-28","1521.0","461.0","1898.0","2956.0","269.0","142.0","55.0","166.0","1312.0","316.0"
"2012-04-29","1650.0","585.0","2201.0","3501.0","327.0","174.0","53.0","184.0","1517.0","308.0"
"2012-04-30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2012-05-01","3001.0","843.0","2878.0","4212.0","555.0","223.0","81.0","245.0","2346.0","437.0"
"2012-05-02","2990.0","851.0","3004.0","4242.0","466.0","184.0","67.0","240.0","2288.0","474.0"
"2012-05-03","3303.0","861.0","3006.0","4166.0","485.0","194.0","89.0","256.0","2291.0","484.0"
"2012-05-04","3991.0","633.0","2459.0","3534.0","475.0","174.0","96.0","177.0","1962.0","374.0"
"2012-05-05","4365.0","423.0","1848.0","3227.0","401.0","158.0","134.0","160.0","1478.0","270.0"
"2012-05-06","2471.0","434.0","2151.0","3287.0","299.0","160.0","76.0","147.0","1452.0","239.0"
"2012-05-07","4041.0","793.0","3026.0","4349.0","504.0","339.0","150.0","215.0","2362.0","464.0"
"2012-05-08","4197.0","846.0","3159.0","4449.0","602.0","243.0","146.0","264.0","2391.0","472.0"
"2012-05-09","4760.0","1010.0","3076.0","4435.0","575.0","274.0","159.0","248.0","2524.0","519.0"
"2012-05-10","4430.0","1371.0","2925.0","3776.0","567.0","255.0","155.0","202.0","2277.0","470.0"
"2012-05-11","4778.0","618.0","2707.0","3549.0","534.0","234.0","147.0","170.0","1936.0","433.0"
"2012-05-12","2565.0","412.0","1943.0","2842.0","332.0","137.0","70.0","129.0","1351.0","257.0"
"2012-05-13","2688.0","429.0","2118.0","3174.0","394.0","159.0","84.0","173.0","1510.0","261.0"
"2012-05-14","3804.0","737.0","2935.0","4150.0","475.0","219.0","137.0","233.0","2342.0","358.0"
"2012-05-15","3902.0","747.0","3117.0","4182.0","473.0","216.0","170.0","257.0","2433.0","496.0"
"2012-05-16","4171.0","696.0","2884.0","3861.0","496.0","228.0","164.0","200.0","2144.0","485.0"
"2012-05-17","3261.0","712.0","2791.0","4833.0","422.0","176.0","131.0","203.0","2201.0","426.0"
"2012-05-18","3228.0","543.0","2434.0","3356.0","421.0","184.0","116.0","179.0","1916.0","384.0"
"2012-05-19","2157.0","452.0","1837.0","2832.0","269.0","171.0","75.0","140.0","1320.0","262.0"
"2012-05-20","2417.0","566.0","2059.0","3054.0","373.0","202.0","55.0","167.0","1389.0","272.0"
"2012-05-21","3169.0","730.0","2786.0","3934.0","456.0","232.0","147.0","203.0","2166.0","371.0"
"2012-05-22","3281.0","684.0","2838.0","3891.0","443.0","204.0","126.0","226.0","2120.0","436.0"
"2012-05-23","3392.0","735.0","2730.0","4115.0","497.0","267.0","114.0","217.0","2251.0","503.0"
"2012-05-24","3014.0","679.0","2631.0","4007.0","437.0","211.0","123.0","277.0","2215.0","407.0"
"2012-05-25","2569.0","754.0","2132.0","3598.0","413.0","183.0","98.0","220.0","2001.0","343.0"
"2012-05-26","1698.0","404.0","1775.0","3325.0","273.0","164.0","68.0","168.0","1320.0","231.0"
"2012-05-27","1714.0","518.0","1921.0","3763.0","268.0","190.0","82.0","174.0","1536.0","234.0"
"2012-05-28","2215.0","576.0","2233.0","4344.0","358.0","224.0","72.0","209.0","1722.0","340.0"
"2012-05-29","2844.0","715.0","2547.0","4714.0","445.0","277.0","112.0","246.0","2452.0","475.0"
"2012-05-30","2916.0","652.0","2531.0","4707.0","465.0","230.0","107.0","254.0","2175.0","423.0"
"2012-05-31","2960.0","548.0","2457.0","4467.0","368.0","269.0","123.0","281.0","2221.0","384.0"
"2012-06-01","2461.0","560.0","2158.0","4025.0","342.0","221.0","123.0","216.0","2023.0","390.0"
"2012-06-02","2036.0","464.0","1887.0","3494.0","279.0","148.0","65.0","191.0","1536.0","303.0"
"2012-06-03","1882.0","490.0","2117.0","3928.0","276.0","176.0","74.0","208.0","1599.0","267.0"
"2012-06-04","2456.0","548.0","2574.0","4189.0","359.0","240.0","99.0","225.0","2267.0","324.0"
"2012-06-05","2786.0","763.0","2796.0","4957.0","459.0","302.0","130.0","318.0","2388.0","482.0"
"2012-06-06","2661.0","665.0","2510.0","4411.0","411.0","275.0","98.0","262.0","2199.0","432.0"
"2012-06-07","2600.0","615.0","3246.0","4385.0","415.0","248.0","89.0","236.0","2276.0","421.0"
"2012-06-08","2271.0","570.0","2132.0","4045.0","320.0","192.0","87.0","234.0","2128.0","384.0"
"2012-06-09","1717.0","408.0","1809.0","3430.0","275.0","187.0","53.0","177.0","1539.0","239.0"
"2012-06-10","1679.0","523.0","1944.0","3612.0","259.0","183.0","83.0","178.0","1573.0","250.0"
"2012-06-11","2904.0","671.0","2456.0","4447.0","348.0","258.0","102.0","269.0","2344.0","372.0"
"2012-06-12","3100.0","800.0","2504.0","4478.0","359.0","255.0","113.0","321.0","4611.0","465.0"
"2012-06-13","2996.0","671.0","2424.0","4531.0","373.0","251.0","112.0","274.0","3055.0","450.0"
"2012-06-14","2859.0","670.0","2592.0","4555.0","397.0","240.0","139.0","274.0","2492.0","456.0"
"2012-06-15","2480.0","558.0","2122.0","4060.0","300.0","191.0","89.0","230.0","2083.0","392.0"
"2012-06-16","1891.0","471.0","1949.0","3753.0","235.0","182.0","59.0","186.0","1569.0","257.0"
"2012-06-17","1787.0","470.0","2075.0","3883.0","244.0","235.0","111.0","222.0","1646.0","241.0"
"2012-06-18","2687.0","685.0","2539.0","4606.0","323.0","275.0","119.0","261.0","2552.0","420.0"
"2012-06-19","2739.0","670.0","2600.0","4747.0","318.0","257.0","127.0","296.0","2561.0","444.0"
"2012-06-20","3362.0","652.0","2346.0","4400.0","326.0","230.0","95.0","255.0","2394.0","395.0"
"2012-06-21","2695.0","647.0","2341.0","4279.0","372.0","242.0","97.0","255.0","2348.0","418.0"
"2012-06-22","2270.0","582.0","1879.0","3895.0","306.0","185.0","97.0","214.0","2017.0","360.0"
"2012-06-23","1589.0","466.0","1778.0","3546.0","161.0","148.0","62.0","160.0","1455.0","277.0"
"2012-06-24","1561.0","428.0","1981.0","3720.0","211.0","200.0","49.0","181.0","1575.0","235.0"
"2012-06-25","2440.0","624.0","2464.0","4539.0","285.0","212.0","85.0","254.0","2278.0","372.0"
"2012-06-26","2550.0","568.0","2679.0","4715.0","365.0","230.0","102.0","217.0","2331.0","418.0"
"2012-06-27","2543.0","620.0","2314.0","4468.0","355.0","204.0","101.0","260.0","2265.0","452.0"
"2012-06-28","2496.0","621.0","2182.0","4489.0","306.0","196.0","76.0","252.0","2137.0","367.0"
"2012-06-29","1912.0","451.0","1864.0","3950.0","219.0","162.0","71.0","199.0","1921.0","350.0"
"2012-06-30","1468.0","354.0","1657.0","3548.0","157.0","142.0","55.0","177.0","1402.0","300.0"
"2012-07-01","1576.0","522.0","1883.0","3797.0","221.0","161.0","57.0","185.0","1545.0","240.0"
"2012-07-02","2024.0","581.0","2346.0","4342.0","249.0","204.0","91.0","232.0","2167.0","422.0"
"2012-07-03","2151.0","607.0","2411.0","4473.0","226.0","231.0","79.0","218.0","2322.0","383.0"
"2012-07-04","2002.0","561.0","2407.0","4323.0","271.0","221.0","94.0","198.0","1884.0","322.0"
"2012-07-05","2575.0","553.0","2368.0","4470.0","326.0","207.0","86.0","230.0","2482.0","356.0"
"2012-07-06","3257.0","483.0","2043.0","4204.0","300.0","176.0","119.0","211.0","1900.0","337.0"
"2012-07-07","1818.0","369.0","1756.0","3864.0","210.0","148.0","68.0","160.0","1357.0","239.0"
"2012-07-08","2316.0","370.0","2007.0","3845.0","209.0","183.0","52.0","180.0","1486.0","254.0"
"2012-07-09","2670.0","538.0","2684.0","4897.0","272.0","202.0","87.0","265.0","2378.0","399.0"
"2012-07-10","2756.0","563.0","2584.0","4643.0","374.0","226.0","98.0","246.0","2240.0","492.0"
"2012-07-11","2985.0","653.0","2505.0","4535.0","292.0","201.0","101.0","246.0","2213.0","379.0"
"2012-07-12","2396.0","589.0","2368.0","4328.0","315.0","187.0","103.0","224.0","2111.0","334.0"
"2012-07-13","2082.0","488.0","2024.0","4175.0","250.0","173.0","62.0","235.0","1942.0","385.0"
"2012-07-14","1562.0","514.0","1773.0","3763.0","214.0","110.0","60.0","160.0","1547.0","229.0"
"2012-07-15","1598.0","477.0","1853.0","3919.0","249.0","153.0","55.0","168.0","1469.0","255.0"
"2012-07-16","2548.0","658.0","2614.0","4516.0","259.0","213.0","104.0","217.0","2205.0","385.0"
"2012-07-17","2449.0","619.0","2631.0","4543.0","336.0","254.0","123.0","249.0","2308.0","415.0"
"2012-07-18","2536.0","632.0","2477.0","5957.0","334.0","200.0","118.0","268.0","2398.0","387.0"
"2012-07-19","4202.0","599.0","2255.0","4188.0","416.0","189.0","154.0","258.0","2101.0","392.0"
"2012-07-20","13864.0","442.0","2018.0","3894.0","720.0","180.0","373.0","240.0","2056.0","356.0"
"2012-07-21","4730.0","392.0","1885.0","3325.0","377.0","144.0","166.0","182.0","1574.0","244.0"
"2012-07-22","3323.0","397.0","1867.0","3476.0","288.0","181.0","93.0","167.0","1692.0","242.0"
"2012-07-23","5188.0","558.0","2327.0","4327.0","352.0","222.0","189.0","243.0","2313.0","413.0"
"2012-07-24","5264.0","597.0","2408.0","4223.0","379.0","256.0","205.0","263.0","2459.0","454.0"
"2012-07-25","5232.0","617.0","2488.0","4478.0","418.0","286.0","218.0","247.0","2415.0","464.0"
"2012-07-26","3798.0","625.0","2134.0","4015.0","366.0","244.0","148.0","244.0","2241.0","403.0"
"2012-07-27","5038.0","503.0","1962.0","3712.0","433.0","219.0","152.0","225.0","2022.0","402.0"
"2012-07-28","3245.0","429.0","1642.0","3125.0","232.0","171.0","90.0","160.0","1377.0","215.0"
"2012-07-29","3302.0","462.0","2041.0","3543.0","286.0","178.0","69.0","187.0","1450.0","231.0"
"2012-07-30","3526.0","596.0","2285.0","4140.0","368.0","268.0","154.0","266.0","2276.0","411.0"
"2012-07-31","3328.0","650.0","2274.0","3985.0","390.0","247.0","169.0","237.0","2232.0","399.0"
"2012-08-01","3180.0","646.0","2491.0","4062.0","381.0","195.0","138.0","240.0","2161.0","367.0"
"2012-08-02","3508.0","525.0","2007.0","3902.0","340.0","227.0","131.0","221.0","2257.0","331.0"
"2012-08-03","2728.0","385.0","1824.0","3574.0","335.0","164.0","127.0","204.0","1825.0","302.0"
"2012-08-04","1864.0","351.0","1577.0","3124.0","216.0","148.0","82.0","176.0","1370.0","255.0"
"2012-08-05","1818.0","418.0","1867.0","3374.0","285.0","181.0","75.0","160.0","1519.0","243.0"
"2012-08-06","2303.0","503.0","1992.0","3673.0","338.0","183.0","109.0","214.0","1973.0","340.0"
"2012-08-07","2525.0","527.0","2207.0","4048.0","369.0","237.0","126.0","222.0","2248.0","399.0"
"2012-08-08","2539.0","789.0","2176.0","4164.0","367.0","212.0","158.0","236.0","2233.0","443.0"
"2012-08-09","2456.0","586.0","2346.0","3958.0","344.0","216.0","137.0","220.0","2275.0","435.0"
"2012-08-10","2166.0","420.0","1884.0","3688.0","277.0","190.0","114.0","202.0","1937.0","374.0"
"2012-08-11","1571.0","371.0","1686.0","3126.0","197.0","149.0","68.0","161.0","1350.0","211.0"
"2012-08-12","1606.0","566.0","1953.0","3394.0","224.0","207.0","60.0","181.0","1499.0","210.0"
